2.861324327931638891e+03,2.521179208984487019e+01,-5.000000000000000000e+00,2.463600246349141321e-01,2.170735298935643626e-03,2.463600246349140832e+02,2.170735298935643431e+00
2.910382253488686729e+03,3.202674411683955924e+01,-4.900000000000000355e+00,2.505839120253759433e-01,2.757502668459886185e-03,2.505839120253759233e+02,2.757502668459885786e+00
2.929624488251593903e+03,3.548388192342935810e+01,-4.799999999999999822e+00,2.522406684384622677e-01,3.055162233607267800e-03,2.522406684384622224e+02,3.055162233607267463e+00
2.944458729733761629e+03,3.502702696648771052e+01,-4.700000000000000178e+00,2.535178966300768999e-01,3.015827021814592238e-03,2.535178966300768764e+02,3.015827021814591724e+00
2.952474586100278884e+03,3.552102938722552494e+01,-4.599999999999999645e+00,2.542080618632340250e-01,3.058360630240117891e-03,2.542080618632340077e+02,3.058360630240117395e+00
2.959990603608777292e+03,3.607090976638770741e+01,-4.500000000000000000e+00,2.548551909707157392e-01,3.105705330885981646e-03,2.548551909707157108e+02,3.105705330885981663e+00
2.969174557945095785e+03,3.643889105124510763e+01,-4.400000000000000355e+00,2.556459294390727721e-01,3.137388519512204158e-03,2.556459294390727450e+02,3.137388519512203544e+00
2.972286865237301754e+03,3.904637047320095888e+01,-4.299999999999999822e+00,2.559138990969316851e-01,3.361892497742602782e-03,2.559138990969316581e+02,3.361892497742602348e+00
2.983327519467111870e+03,3.651220262056397559e+01,-4.200000000000000178e+00,2.568644994261183312e-01,3.143700645630558704e-03,2.568644994261183001e+02,3.143700645630558288e+00
2.995795233454894060e+03,3.381418699652659399e+01,-4.099999999999999645e+00,2.579379696004663880e-01,2.911401500400939962e-03,2.579379696004663742e+02,2.911401500400939479e+00
3.000656244647213953e+03,3.549264178035705442e+01,-4.000000000000000000e+00,2.583565026641251317e-01,3.055916457288742564e-03,2.583565026641251166e+02,3.055916457288742283e+00
3.006731199349139388e+03,3.673684372367032580e+01,-3.899999999999999911e+00,2.588795562639609193e-01,3.163042244608015290e-03,2.588795562639608647e+02,3.163042244608015086e+00
